WKT,osm:_timestamp,osm:_user,osm:accessibility,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:amenity,osm:barrier,osm:barrier:gate,osm:barrier:security_fence,osm:building:blocks,osm:building:classrooms,osm:building:levels,osm:building:library,osm:building:material,osm:building:roof,osm:condition,osm:contact,osm:contact:,osm:contact:address,osm:contact:email,osm:contact:mobile,osm:contact:person,osm:contact:phone,osm:education:admission_fee,osm:education:board_of_management,osm:education:boarding,osm:education:bom,osm:education:bom_employed,osm:education:bom_how_many,osm:education:committees,osm:education:curriculum,osm:education:exam_affiliate,osm:education:exam_center,osm:education:exam_fee,osm:education:extra_agriculture_club,osm:education:extra_drama,osm:education:extra_music,osm:education:extra_nature_club,osm:education:extra_other,osm:education:extra_scouts,osm:education:extra_scouts/girl_guide,osm:education:extra_scouts:girl_guide,osm:education:extra_sports,osm:education:extra_woodwork,osm:education:fees,osm:education:fees_admission,osm:education:fees_exam,osm:education:fees_level,osm:education:fees_level1,osm:education:fees_level2,osm:education:fees_level3,osm:education:fees_level4,osm:education:fees_level5,osm:education:fees_level6,osm:education:fees_lunch,osm:education:fees_optional,osm:education:fees_other,osm:education:fees_per_term,osm:education:fees_per_year,osm:education:fees_sponsored,osm:education:fees_trip,osm:education:funding,osm:education:gender_type,osm:education:government_grants,osm:education:government_registered,osm:education:government_registered_which_ministry,osm:education:how_many,osm:education:lunch_fee,osm:education:management_committee,osm:education:mean,osm:education:mean_score,osm:education:nemis_code,osm:education:ntsa_approved_teachers,osm:education:num_classes,osm:education:operate_as,osm:education:operator,osm:education:other,osm:education:parents_teachers_association,osm:education:program_counselling,osm:education:program_feeding,osm:education:program_feeding_description,osm:education:program_feeding_description_1,osm:education:program_feeding_description_2,osm:education:program_orphans,osm:education:program_other,osm:education:program_sanitary_towel,osm:education:program_special_needs,osm:education:pta,osm:education:sanitary_towel,osm:education:sanitary_towel_distribution,osm:education:school_head,osm:education:special_needs,osm:education:sponsored_by,osm:education:sports,osm:education:student_female,osm:education:student_male,osm:education:students,osm:education:students_female,osm:education:students_male,osm:education:supported_by,osm:education:teachers,osm:education:teachers_female,osm:education:teachers_male,osm:education:teachers_trained,osm:education:teachers_tsc_registered,osm:education:teachers_under_going_training,osm:education:teachers_undergoing_training,osm:education:teachers_untrained,osm:education:trip_fee,osm:education:tsc_employ,osm:education:tsc_employed,osm:education:tsc_how_many,osm:education:type,osm:education:type_of_vocational_school,osm:education:which_ministry,osm:educations:sponsored_by,osm:electricity:operational_status,osm:government:registered,osm:government:registered_1,osm:government:registered_3,osm:id,osm:image,osm:image:classroom,osm:image:compound,osm:image:outside,osm:image:sign_post,osm:internet_access,osm:is_in:constituency,osm:is_in:estate,osm:is_in:village,osm:is_in:ward,osm:isced:level,osm:laboratory,osm:laboratory:equipment,osm:leisure,osm:level,osm:location,osm:name,osm:name:en,osm:operational_status:electricity,osm:operator,osm:operator:description,osm:operator:funding,osm:operator:name,osm:operator:type,osm:operator_type,osm:place:village,osm:playground,osm:playground:arranged_name,osm:polling_station:accessibility,osm:polling_station:election_year,osm:polling_station:nearest_health_centre,osm:polling_station:nearest_police_station,osm:polling_station:source,osm:polling_station:type,osm:polling_station:type_description,osm:registered_voters,osm:registration_date,osm:registration_year,osm:room:kitchen,osm:room:staff,osm:source,osm:start_date,osm:station:type_description,osm:toilet:arranged_name,osm:toilet:boys_toilet,osm:toilet:girls_toilet,osm:toilet:present,osm:toilet:teachers,osm:toilets,osm:toilets:female,osm:toilets:handwashing,osm:toilets:male,osm:toilets:teachers,osm:type,osm:waste:garbage_disposal,osm:water:hand_wash_facility,osm:water:source,osm:water:source_of_water,osm:water_source,osm:wikidata
"MULTIPOINT ((36.744112 -1.268906))",2018/11/16,muindre,"small_cars,foot",,,,school,,,,,"2","0",,iron_sheet,iron_sheet,,,,None,christineshisanya@gmail.com,,,0723554855/ 0725398443,,,,,no,,,2_6_3_3_3,None,no,,,no,no,,,no,,,no,,yes,"300",,,"7500",,,,,,"1800",,,,"7500",,"1500",,mixed,yes,APBET,,,,yes,,None,yes,,,day_school,,,,yes,central_feeding,,,,yes,,no,yes,yes,,,James Sirima,,,,,,"62","35","27",,"2","2","0","1",,,,,,,,,pre_primary,,,,never,,,,node/5933622806,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537514392111.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537514428636.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537514984654.jpg,,,,,,,,,,,kangemi,Sweet Angels School,,,,Sweet Angels School,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.744049 -1.268938))",2018/10/25,muindre,"small_cars,foot",,,,school,,,,,"5","0",,iron_sheet,iron_sheet,,,,none,christineshisanya123@gmail.com,,,0723554855/ 0725398443,,,,,no,,,"8_4_4,2_6_3_3_3",Rosand Junior Academy,no,,,yes,no,,Book reading competition,yes,,,yes,,yes,"300","300",,,"7500","9000",,,,"1800",,Activity fee 200,,,,"1500",,mixed,yes,APBET,,,,yes,,"294.17",yes,,,day_school,,,,yes,central_feeding,,,,yes,,no,no,yes,,,James Sirima,,,,,,"116","55","61",,"8","4","4","3",,,,,,,,,primary,,,,never,,,,node/5933622807,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537514281921.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537514317209.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537514658520.jpg,,,,,,,,,,,kangemi,Sweet Angels School,,,,Sweet Angels School,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.743685 -1.276695))",2018/11/19,muindre,"small_cars,foot",,,,school,,,,,"8","0",,iron_sheet,iron_sheet,,,,686-00625,Purity015@gmail.com,,,"0724711914",,,,,yes,"8",,8_4_4,Western zone,no,,,yes,yes,,Debate.clubs.c.u,yes,,,yes,,yes,"500","0",,,"18000","18000",,,,"800",,,,"18000",,"1000",,mixed,no,no,,,,yes,,"317",yes,,,day_school,,,,yes,central_feeding,,,,yes,None,,no,yes,,,Purity wairimu,,,,,,"210","82","128",,"8","4","4","8",,,,,,,,,primary,,,,always,,,,node/5933622808,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537436138915.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537436364392.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537439149430.jpg,,,,,,,,,,,kangemi,The Potters Junior Academy,,,,Potters juniour Academy,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"4",yes,"4","2",,,,tap,,,
"MULTIPOINT ((36.742911 -1.274467))",2018/11/19,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"3","0",,iron_sheet,iron_sheet,,,,none,nhsschool@gmail.com,,,"0715542061",,,,,no,,,2_6_3_3_3,None,no,,,no,no,,c.u,no,,,yes,,yes,"600","0",,"18900",,,,,,"0",,"0",,"18900",,"1500",,mixed,no,moe,,,,no,,None,no,,,day_school,,,,yes,yes,school_fees,,,yes,,no,yes,no,,,Jane Chege,,,,,,"79","43","36",,"9","5","4","9",,,,,,,,,pre_primary,,,,never,,,,node/5933622809,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537433770805.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537433815883.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537434106044.jpg,,,,,,,,,,,kangemi,Nairobi Hil School Kangemi Branch,,,,Nairobi hill kangemi branch,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","2",,,,tap,,,
"MULTIPOINT ((36.742863 -1.274477))",2019/05/06,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"6","0",,iron_sheet,iron_sheet,,,,none,nhsschool@gmail.com,,,"0715542061",,,,,no,,,"8_4_4 ,2_6_3_3_3",no,no,,,no,no,,,yes,,,yes,,yes,"600","0",,,"19000","21000",,,,"0",,,,,,"1500",,mixed,no,moe,,,,yes,,none,yes,,,day_school,,,,yes,yes,school_fees,,,yes,,no,yes,no,,,Jane Chege,,,,,,"282","150","132",,"9","5","4","9",,,,,,,,,primary,,,,never,,,,node/5933622810,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537433723992.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537433704021.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537434058484.jpg,,,,,,,,,,,kangemi,Nairobi Hill School Kangemi Branch,,,,Nairobi Hill School Kangemi Branch,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","1",,,,tap,,,
"MULTIPOINT ((36.741644 -1.267119))",2018/10/25,shazomojah,"small_cars,big_vehicles,foot",,,,school,,,,,"3","0",,iron_sheet,iron_sheet,,,,2560-00625,umojaacademy@yahoo.com,,,"0720206730",,,,,yes,"6",,2_6_3_3_3,none,no,,,no,no,,Christian Union,no,,,yes,,yes,"500","0",,"7800",,,,,,"1200",,,,"7800",,"800",,mixed,yes,APBET,,,,yes,,none,yes,,,day_school,,,,yes,central_feeding,,,,yes,,no,yes,yes,,,Willis Onditi,,,,,,"129","69","60",,"6","6","0","4",,,,,,,,,pre_primary,,,,never,,,,node/5933622811,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537429939694.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537429986458.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537430272168.jpg,,,,,,,,,,,kangemi,Umoja Academy,,,,Umoja Academy,,,private,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,water_tank,,,
"MULTIPOINT ((36.741665 -1.266766))",2018/10/30,kamirisam,"small_cars,big_vehicles,foot",,,,school,,,,,"11","0",,iron_sheet,iron_sheet,,,,2560-00625,umojaacademy@yahoo.com,,,"0720206730",,,,,yes,"15",,"8_4_4,2_6_3_3_3",,yes,,,yes,yes,,,yes,,,yes,,yes,"500","0",,,"9000","9000",,,,"1200",,,,"9000",,"1000",,mixed,yes,APBET,,,,yes,,"50.36",yes,,,day_school,,,,yes,central_feeding,,,,yes,Orphan program,no,yes,yes,,,Willis Onditi,,,,,,"316","160","156",,"15","7","8","10",,,,,,,,,primary,,,,never,,,,node/5933622812,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537429857723.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537430142821.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537430205376.jpg,,,,,,,,,,,kangemi,Umoja Academy,,,,Umoja Academy,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","1",,,,water_tank,,,
"MULTIPOINT ((36.74508 -1.26867))",2019/05/06,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"5","0",,iron_sheet,iron_sheet,,,,223-00625,,,,"0700795848",,,,,yes,"5",,8_4_4,no,no,,,no,yes,,c.u,yes,,,yes,,yes,"200","150",,"2400",,,,,,"600",,,,"2400",,"800",,mixed,no,APBET,,,,yes,,none,no,,,day_school,,,,yes,central_feeding,,,,yes,None,no,yes,yes,,,Asnet sidika,,,,,,"111","65","46",,"5","5","0","2",,,,,,,,,pre_primary,,,,sometimes,,,,node/5933622813,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537427748497.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537427651047.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537427783030.jpg,,,,,,,,,,,kangemi,Lora Springs of Hope,,,,Lora springs,,,private,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.745834 -1.26879))",2018/10/19,kamirisam,"small_cars,foot",,,,school,,,,,"2","0",,iron_sheet,iron_sheet,,,,5316-00100,fadhilicommuneducatoncentre@gmail.com,,,"0735607321",,,,,no,,,2_6_3_3_3,None,no,,,no,no,,,no,,,yes,,yes,"300","50",,,"4500",,,,,"0",,,,,,,,mixed,no,APBET,,,,yes,,None,no,,,day_school,,,,yes,central_feeding,,,,yes,Refugees from Burundi,no,no,no,,,Janet Sitati,,,,,,"34","10","24",,"4","4","0","2",,,,,,,,,primary,,,,never,,,,node/5933622814,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537524708262.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537524844040.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537524947787.jpg,,,,,,,,,,,kangemi,Fadhili Community Education Centre,,,,Fadhili Community Education Centre,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.74738 -1.264927))",2018/11/13,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,,,,cement_block,iron_sheet,,,,,,,,,,,,,,,,8_4_4,,,,,,,,,,,,,,free_education,,,,,,,,,,,,,,,,,,,,moe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_primary,,,,,,,,node/5933622816,,,,,,,,,,,,,,,,kangemi,Old Kihumbuini Pre-School,,,,Government of Kenya,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.743404 -1.274811))",2019/01/21,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"1","0",,iron_sheet,iron_sheet,,,,5778-00100,susannyanduko44@gmail.com,,,"0723775918",,,,,no,,,2_6_3_3_3,None,no,,,no,no,,,no,,,no,,yes,"500","0",,"11500",,,,,,"600",,,,"11500",,"1000",,mixed,no,no,,,,yes,,None,no,,,day_school,,,,no,central_feeding,,,,no,,no,no,no,,,susan sure,,,,,,"34","16","18",,"2","2","0","1",,,,,,,,,pre_primary,,,,always,,,,node/5933622817,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537519175086.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537519617444.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537519636460.jpg,,,,,,,,,,,kangemi,Kogero Sunnyshine Community Centre,,,,Kogero Shinny Pre-School,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.743535 -1.273643))",2019/01/21,muindre,"small_cars,foot",,,,school,,,,,"2","0",,iron_sheet,iron_sheet,,,,686-00625,Purity015@gmail.com,,,"0724711914",,,,,yes,"2",,2_6_3_3_3,None,no,,,no,no,,p.e,no,,,yes,,yes,"500","0",,"15000",,,,,,"0",,"0",,"15000",,"1000",,mixed,no,no,,,,yes,,None,no,,,day_school,,,,yes,central_feeding,,,,no,,no,yes,no,,,Purity Wairimu,,,,,,"71","35","36",,"2","2","0","2",,,,,,,,,pre_primary,,,,always,,,,node/5933622818,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537436211747.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537436463850.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537439101590.jpg,,,,,,,,,,,kangemi,The Potters Junior Academy Pre-School,,,,The potters juniour Academy,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.752044 -1.27159))",2018/10/25,fondolucy,"small_cars,big_vehicles,foot",,,,school,,,,,"8","1",,iron_sheet,iron_sheet,,,,28300-00100,victormuganda@gmail.com,,,"0715221301",,,,,yes,"9",,8_4_4,,yes,,,yes,yes,,Debate and Science Club,yes,,,yes,,sponsored,,,,,,,,,,,,,,,,,,mixed,no,moe,,,,yes,,"321",yes,,,day_school,,,,yes,,,,,yes,,no,yes,yes,,,Sangalo Kasaya Victor,,,,,,"185","90","95",,"9","6","3","9",,,,,,,,,primary,,,,sometimes,,,,node/5933652691,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537870531144.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537870732789.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537870947187.jpg,,,,,,,,,,,kangemi,Wisedorme Multi-Purpose Center School,,,,Wisedorme Multi-Purpose Center School,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","1",,,,water_tank,,,
"MULTIPOINT ((36.752013 -1.271609))",2018/11/19,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"3","1",,iron_sheet,iron_sheet,,,,28300-00100,victormuganda@gmail.com,,,"0715221301",,,,,yes,"3",,2_6_3_3_3,,no,,,no,no,,,no,,,no,,sponsored,,,,,,,,,,,,,,,,,,mixed,no,moe,,,,yes,,,no,,,day_school,,,,yes,yes,sponsored,,,yes,,no,yes,yes,,,Sangalo Kasaya Victor,,,,,,"70","30","40",,"3","3",,"3",,,,,,,,,pre_primary,,,,sometimes,,,,node/5933652693,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537870585017.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537870610879.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537871002615.jpg,,,,,,,,,,,kangemi,Wisedorme Multi-Purpose School,,,,Wisedorme Multipurpose,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","1",,,,water_tank,,,
"MULTIPOINT ((36.752554 -1.267359))",2018/11/16,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"8","0",,iron_sheet,iron_sheet,,,,168-00625,,,,"0723395313",,,,,yes,"7",,"8_4_4,2_6_3_3_3",SDA School,no,,,yes,yes,,Debate,yes,,,yes,,yes,,,,,,,,,,,,,,"18000",,,,mixed,no,APBET,,,,yes,,,yes,,,day_school,,,,yes,no,,,,no,,no,yes,yes,,,Celestine Wajoya,,,,,,"100","49","51",,"7","6","1","7",,,,,,,,,primary,,,,always,,,,node/5933652695,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537873158700.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537873387191.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537873408925.jpg,,,,,,,,,,,kangemi,True Vision Education Center,,,,True Vision Education Center,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","2",,,,tap,,,
"MULTIPOINT ((36.753141 -1.267548))",2018/11/16,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"3","2",,concrete,iron_sheet,,,,23326-00625,,,,"0711494025",,,,,yes,"3",,2_6_3_3_3,,no,,,no,no,,,no,,,yes,,yes,"1000","100",,,,,,,,"0",,Graduation fee 800,,"15000",,"1000",,mixed,no,APBET,,,,yes,,,no,,,day_school,,,,yes,yes,school_fees,,,yes,,no,no,yes,,,Wilter Obara,,,,,,"106","45","61",,"3","3","0","3",,,,,,,,,pre_primary,,,,always,,,,node/5933652696,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537865485955.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537865531057.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537866093443.jpg,,,,,,,,,,,kangemi,Kangemi Seventh Day Adventist School,,,,Kangemi seventh day Adventist Church,,,religious,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","2",,,,tap,,,
"MULTIPOINT ((36.752617 -1.267371))",2018/11/16,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"3","0",,concrete,iron_sheet,,,,168-00625,,,,"0723395313",,,,,yes,"3",,2_6_3_3_3,,no,,,no,no,,,no,,,no,,yes,,,,,,,,,,,,Graduation 500,,"15000",,,,mixed,no,APBET,,,,yes,,,no,,,day_school,,,,no,,,,,no,,no,no,yes,,,Celestine Wajoya,,,,,,"42","17","25",,"3","3",,"3",,,,,,,,,pre_primary,,,,sometimes,,,,node/5933652807,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537873231735.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537873438794.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537873446481.jpg,,,,,,,,,,,kangemi,True Vision Education Center,,,,True Vision Education Center,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","2",,,,tap,,,
"MULTIPOINT ((36.753219 -1.267465))",2018/11/16,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"9","2",,"iron_sheet,concrete",iron_sheet,,,,23326-00625,,,,"0711494025",,,,,yes,"9",,"8_4_4,2_6_3_3_3",,yes,,,no,no,,Debate Journalism,yes,,,yes,,yes,"1000","150",,,,,,,,"0",,,,"18000",,"800",,mixed,no,APBET,,,,yes,,"315",yes,,,day_school,,,,yes,yes,school_fees,,,yes,UNICEF,no,no,yes,,,Wilter Obara,,,,,,"217","72","145",,"9","5","4","9",,,,,,,,,primary,,,,always,,,,node/5933652809,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537865429462.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537866122377.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537866130560.jpg,,,,,,,,,,,kangemi,Kangemi Seventh Day Adventist School,,,,Kangemi seventh day Adventist Church,,,religious,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","2",,,,tap,,,
"MULTIPOINT ((36.813304 -1.253343))",2018/10/30,fondolucy,foot,,,,school,,,,,"1","0",,iron_sheet,iron_sheet,,,,"0",None,,,"0721739813",,,,,yes,"1",,8_4_4,,no,,,no,no,,,no,,,yes,,yes,,,,,,,,,,"20",,,,"1500",,,,mixed,no,mgcsd,,,,no,,,no,,,day_school,,,,yes,yes,school_fees,,,no,none,no,no,no,,,Rose Gakumo,,,,,,"36","13","23",,"1","1","0","1",,,,,,,,,pre_primary,,,,never,,,,node/5933652812,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537949925402.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537950073146.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537949901718.jpg,,,,,,,,,,,kangemi,Dashiki Learning Centre,,,,Dashiki Learning Centre,,,cbo,,,,,,,,,,,,,,,,,,,,Consolata Toilet Projet,,,arranged,,,,yes,,,,,,tap,,,
"MULTIPOINT ((36.761537 -1.257308))",2018/11/19,muindre,big_vehicles,,,,school,,,,,"1","0",,"wood,iron_sheet",iron_sheet,,,,"0",None,,,"0705447289",,,,,no,,,8_4_4,None,no,,,no,no,,,no,,,yes,,yes,"200","0",,"0",,"0",,,,"0",,,,"3150",,"0",,mixed,no,no,,,,no,,"0",no,,,day_school,,,,yes,no,,,,no,,no,no,no,,,Lydia Muthini,,,,,,"8","5","3",,"1","1","0","1",,,,,,,no,,pre_primary,,,,sometimes,,,,node/5933714617,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537949160827.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537949215555.jpg,,,,,,,,,,,,,kangemi,Glory Academy School,,,,House of Glory Ministry,,,religious,,,,,,,,,,,,,,,,,,,,plot,,,arranged,,,"0",no,"0","0",,,,tap,,,
"MULTIPOINT ((36.751238 -1.261574))",2018/10/30,fondolucy,foot,,,,school,,,,,"8","1",,"wood,iron_sheet",iron_sheet,,,,19186-00100,Joybeginners@gmail.com,,,"0722285332",,,,,yes,"0",,2_6_3_3_3,None,yes,,,yes,yes,,,yes,,,yes,,yes,"0","0",,"0",,"0",,,,"0",,,,"0",,,,mixed,yes,APBET,,,,yes,,"0",yes,,,day_school,,,,yes,yes,school_fees,,,yes,,no,yes,yes,,,Joel Ngata,,,,,,,,,,,,,,,,,,,,,,primary,,,,always,,,,node/5933714618,,,,,,,,,,,,,,,,kangemi,Joy Beginners Educational Centre,,,,cbo,,,cbo,,,,,,,,,,,,,,,,,,,,None,,,yes,,,"3",yes,"2","3",,,,tap,,,
"MULTIPOINT ((36.751392 -1.262493))",2018/10/30,fondolucy,foot,,,,school,,,,,"4","1",,"wood,iron_sheet",iron_sheet,,,,19186-00100,Joybeginners@gmail.com,,,"0722285332",,,,,yes,"0",,2_6_3_3_3,None,no,,,yes,yes,,,no,,,yes,,yes,"0","0",,"0",,"0",,,,"0",,,,"0",,"0",,mixed,yes,APBET,,,,yes,,"0",yes,,,day_school,,,,yes,yes,school_fees,,,yes,,no,yes,yes,,,Joel Ngata,,,,,,"0","0","0",,"0","0","0","0",,,,,,,no,,pre_primary,,,,always,,,,node/5933714619,,,,,,,,,,,,,,,,kangemi,Joy Beginners Educational Centre,,,,cbo,,,cbo,,,,,,,,,,,,,,,,,,,,None,,,yes,,,"3",yes,"2","1",,,,tap,,,
"MULTIPOINT ((36.758587 -1.258402))",2018/10/30,fondolucy,"small_cars,big_vehicles",,,,school,,,,,"2","0",,iron_sheet,iron_sheet,,,,23526-00625,None,,,"0721166572",,,,,yes,"3",,2_6_3_3_3,None,no,,,no,no,,,no,,,yes,,yes,"200","100",,"0",,"0",,,,"400",,"Tissues,pencils 150",,"4500",,"0",,mixed,no,mgcsd,,,,yes,,"0",no,,,day_school,,,,yes,yes,school_fees,,,yes,,no,no,no,,,Amos okello,,,,,,"29","9","20",,"3","3","1","3",,,,,,,no,,pre_primary,,,,always,,,,node/5933714620,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537944753459.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537944827644.jpg,,,,,,,,,,,,,kangemi,Kibagare Academy,,,,Kibagare cbo,,,cbo,,,,,,,,,,,,,,,,,,,,None,,,yes,,,"1",yes,"1","0",,,,tap,,,
"MULTIPOINT ((36.758653 -1.258458))",2018/12/17,mueschel,"big_vehicles,foot",,,,school,,,,,"2","0",,iron_sheet,iron_sheet,,,,23526-00625,None,,,"0721166572",,,,,yes,"2",,2_6_3_3_3,None,no,,,no,no,,,no,,,no,,yes,"200","100",,,"4500","0",,,,"400",,"150",,"4500",,"0",,mixed,no,mgcsd,,,,yes,,"0",yes,,,day_school,,,,yes,yes,school_fees,,,yes,,no,no,no,,,Amos okello,,,,,,"10","3","7",,"4","1","1","2",,,,,,,no,,primary,,,,always,,,,node/5933714621,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537945216091.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537945247189.jpg,,,,,,,,,,,,,kangemi,Kibagare Academy,,,,Kibagare Cbo,,,cbo,,,,,,,,,,,,,,,,,,,,None,,,yes,,,"1",yes,"1","0",,,,tap,,,
